mainLabel,subLabel,icon,description,minCap,maxCap,minBase,maxBase,Activate,mainCategory,subCategory,grade,keyType,mainKey,subKey,chooseKey,name
Main Weapon,Longsword,,PEN : Seleth Longsword,"$152,000,000","$3,810,000,000","$164,000,000","$3,550,000,000",FALSE,1,1,1,0,10007,20,20,Seleth Longsword
Main Weapon,Longsword,,Liverto Longsword (+0 ~ +7),"$820,000","$24,600,000","$885,000","$22,900,000",FALSE,1,1,2,0,10009,0,0,Liverto Longsword
Main Weapon,Longsword,,+8 Liverto Longsword (+8 ~ +10),"$1,010,000","$30,300,000","$1,090,000","$28,200,000",FALSE,1,1,2,0,10009,8,8,Liverto Longsword
Main Weapon,Longsword,,+11 Liverto Longsword (+11 ~ +12),"$1,780,000","$53,500,000","$1,920,000","$49,800,000",FALSE,1,1,2,0,10009,11,11,Liverto Longsword
Main Weapon,Longsword,,+13 Liverto Longsword,"$3,410,000","$102,000,000","$3,680,000","$95,000,000",FALSE,1,1,2,0,10009,13,13,Liverto Longsword
Main Weapon,Longsword,,+14 Liverto Longsword,"$4,850,000","$145,000,000","$5,200,000","$135,000,000",FALSE,1,1,2,0,10009,14,14,Liverto Longsword
Main Weapon,Longsword,,+15 Liverto Longsword,"$6,900,000","$207,000,000","$7,450,000","$193,000,000",FALSE,1,1,2,0,10009,15,15,Liverto Longsword
Main Weapon,Longsword,,PRI : Liverto Longsword,"$9,750,000","$292,000,000","$10,500,000","$272,000,000",FALSE,1,1,2,0,10009,16,16,Liverto Longsword
Main Weapon,Longsword,,DUO : Liverto Longsword,"$13,900,000","$417,000,000","$15,000,000","$388,000,000",FALSE,1,1,2,0,10009,17,17,Liverto Longsword
Main Weapon,Longsword,,TRI : Liverto Longsword,"$26,100,000","$785,000,000","$28,200,000","$735,000,000",FALSE,1,1,2,0,10009,18,18,Liverto Longsword
Main Weapon,Longsword,,TET : Liverto Longsword,"$67,000,000","$2,010,000,000","$72,000,000","$1,870,000,000",FALSE,1,1,2,0,10009,19,19,Liverto Longsword
Main Weapon,Longsword,,PEN : Liverto Longsword,"$247,000,000","$18,500,000,000","$267,000,000","$17,300,000,000",FALSE,1,1,2,0,10009,20,20,Liverto Longsword
Main Weapon,Longsword,,Kzarka Longsword (+0 ~ +7),"$8,650,000","$259,000,000","$9,350,000","$241,000,000",FALSE,1,1,3,0,10010,0,0,Kzarka Longsword
Main Weapon,Longsword,,+8 Kzarka Longsword (+8 ~ +10),"$8,900,000","$267,000,000","$9,600,000","$249,000,000",FALSE,1,1,3,0,10010,8,8,Kzarka Longsword
Main Weapon,Longsword,,+11 Kzarka Longsword (+11 ~ +12),"$10,400,000","$312,000,000","$11,200,000","$291,000,000",FALSE,1,1,3,0,10010,11,11,Kzarka Longsword
Main Weapon,Longsword,,+13 Kzarka Longsword,"$13,700,000","$411,000,000","$14,800,000","$383,000,000",FALSE,1,1,3,0,10010,13,13,Kzarka Longsword
Main Weapon,Longsword,,+14 Kzarka Longsword,"$16,600,000","$498,000,000","$17,900,000","$464,000,000",FALSE,1,1,3,0,10010,14,14,Kzarka Longsword
Main Weapon,Longsword,,+15 Kzarka Longsword,"$20,600,000","$620,000,000","$22,200,000","$580,000,000",FALSE,1,1,3,0,10010,15,15,Kzarka Longsword
Main Weapon,Longsword,,PRI : Kzarka Longsword,"$24,200,000","$725,000,000","$26,100,000","$675,000,000",FALSE,1,1,3,0,10010,16,16,Kzarka Longsword
Main Weapon,Longsword,,DUO : Kzarka Longsword,"$28,000,000","$840,000,000","$30,200,000","$785,000,000",FALSE,1,1,3,0,10010,17,17,Kzarka Longsword
Main Weapon,Longsword,,TRI : Kzarka Longsword,"$39,200,000","$1,180,000,000","$42,300,000","$1,100,000,000",FALSE,1,1,3,0,10010,18,18,Kzarka Longsword
Main Weapon,Longsword,,TET : Kzarka Longsword,"$97,500,000","$2,920,000,000","$105,000,000","$2,720,000,000",FALSE,1,1,3,0,10010,19,19,Kzarka Longsword
Main Weapon,Longsword,,PEN : Kzarka Longsword,"$525,000,000","$39,400,000,000","$565,000,000","$36,700,000,000",FALSE,1,1,3,0,10010,20,20,Kzarka Longsword
Main Weapon,Longsword,,Kalis Longsword (+0 ~ +7),"$26,000","$260,000","$28,100","$242,000",FALSE,1,1,1,0,10012,0,0,Kalis Longsword
Main Weapon,Longsword,,+8 Kalis Longsword (+8 ~ +10),"$505,000","$5,050,000","$545,000","$4,700,000",FALSE,1,1,1,0,10012,8,8,Kalis Longsword
Main Weapon,Longsword,,+11 Kalis Longsword (+11 ~ +12),"$1,160,000","$11,600,000","$1,250,000","$10,800,000",FALSE,1,1,1,0,10012,11,11,Kalis Longsword
Main Weapon,Longsword,,+13 Kalis Longsword (+13 ~ +15),"$2,420,000","$24,200,000","$2,610,000","$22,600,000",FALSE,1,1,1,0,10012,13,13,Kalis Longsword
Main Weapon,Longsword,,PRI : Kalis Longsword,"$7,950,000","$79,500,000","$8,550,000","$74,000,000",FALSE,1,1,1,0,10012,16,16,Kalis Longsword
Main Weapon,Longsword,,DUO : Kalis Longsword,"$13,600,000","$136,000,000","$14,700,000","$127,000,000",FALSE,1,1,1,0,10012,17,17,Kalis Longsword
Main Weapon,Longsword,,TRI : Kalis Longsword,"$29,500,000","$295,000,000","$31,800,000","$275,000,000",FALSE,1,1,1,0,10012,18,18,Kalis Longsword
Main Weapon,Longsword,,TET : Kalis Longsword,"$72,500,000","$725,000,000","$78,000,000","$675,000,000",FALSE,1,1,1,0,10012,19,19,Kalis Longsword
Main Weapon,Longsword,,PEN : Kalis Longsword,"$152,000,000","$3,810,000,000","$164,000,000","$3,550,000,000",FALSE,1,1,1,0,10012,20,20,Kalis Longsword
Main Weapon,Longsword,,Bares Longsword (+0 ~ +7),"$28,700","$287,000","$31,000","$267,000",FALSE,1,1,1,0,10013,0,0,Bares Longsword
Main Weapon,Longsword,,+8 Bares Longsword (+8 ~ +10),"$505,000","$5,050,000","$545,000","$4,700,000",FALSE,1,1,1,0,10013,8,8,Bares Longsword
Main Weapon,Longsword,,+11 Bares Longsword (+11 ~ +12),"$1,170,000","$11,700,000","$1,260,000","$10,900,000",FALSE,1,1,1,0,10013,11,11,Bares Longsword
Main Weapon,Longsword,,+13 Bares Longsword (+13 ~ +15),"$2,420,000","$24,200,000","$2,610,000","$22,600,000",FALSE,1,1,1,0,10013,13,13,Bares Longsword
Main Weapon,Longsword,,PRI : Bares Longsword,"$8,000,000","$80,000,000","$8,600,000","$74,500,000",FALSE,1,1,1,0,10013,16,16,Bares Longsword
Main Weapon,Longsword,,DUO : Bares Longsword,"$13,600,000","$136,000,000","$14,700,000","$127,000,000",FALSE,1,1,1,0,10013,17,17,Bares Longsword
Main Weapon,Longsword,,TRI : Bares Longsword,"$29,500,000","$295,000,000","$31,800,000","$275,000,000",FALSE,1,1,1,0,10013,18,18,Bares Longsword
Main Weapon,Longsword,,TET : Bares Longsword,"$72,500,000","$725,000,000","$78,000,000","$675,000,000",FALSE,1,1,1,0,10013,19,19,Bares Longsword
Main Weapon,Longsword,,PEN : Bares Longsword,"$152,000,000","$3,810,000,000","$164,000,000","$3,550,000,000",FALSE,1,1,1,0,10013,20,20,Bares Longsword
Main Weapon,Longsword,,Yuria Longsword (+0 ~ +7),"$31,500","$315,000","$34,000","$294,000",FALSE,1,1,1,0,10014,0,0,Yuria Longsword
Main Weapon,Longsword,,+8 Yuria Longsword (+8 ~ +10),"$510,000","$5,100,000","$550,000","$4,750,000",FALSE,1,1,1,0,10014,8,8,Yuria Longsword
Main Weapon,Longsword,,+11 Yuria Longsword (+11 ~ +12),"$1,170,000","$11,700,000","$1,260,000","$10,900,000",FALSE,1,1,1,0,10014,11,11,Yuria Longsword
Main Weapon,Longsword,,+13 Yuria Longsword (+13 ~ +15),"$2,440,000","$24,400,000","$2,630,000","$22,700,000",FALSE,1,1,1,0,10014,13,13,Yuria Longsword
Main Weapon,Longsword,,PRI : Yuria Longsword,"$8,000,000","$80,000,000","$8,600,000","$74,500,000",FALSE,1,1,1,0,10014,16,16,Yuria Longsword
Main Weapon,Longsword,,DUO : Yuria Longsword,"$13,600,000","$136,000,000","$14,700,000","$127,000,000",FALSE,1,1,1,0,10014,17,17,Yuria Longsword
Main Weapon,Longsword,,TRI : Yuria Longsword,"$29,500,000","$295,000,000","$31,800,000","$275,000,000",FALSE,1,1,1,0,10014,18,18,Yuria Longsword
Main Weapon,Longsword,,TET : Yuria Longsword,"$72,500,000","$725,000,000","$78,000,000","$675,000,000",FALSE,1,1,1,0,10014,19,19,Yuria Longsword
Main Weapon,Longsword,,PEN : Yuria Longsword,"$152,000,000","$3,810,000,000","$164,000,000","$3,550,000,000",FALSE,1,1,1,0,10014,20,20,Yuria Longsword
Main Weapon,Longsword,,Krea Longsword (+0 ~ +7),"$34,200","$342,000","$36,900","$319,000",FALSE,1,1,1,0,10056,0,0,Krea Longsword
Main Weapon,Longsword,,+8 Krea Longsword (+8 ~ +10),"$515,000","$5,150,000","$555,000","$4,800,000",FALSE,1,1,1,0,10056,8,8,Krea Longsword
Main Weapon,Longsword,,+11 Krea Longsword (+11 ~ +12),"$1,170,000","$11,700,000","$1,260,000","$10,900,000",FALSE,1,1,1,0,10056,11,11,Krea Longsword
Main Weapon,Longsword,,+13 Krea Longsword (+13 ~ +15),"$2,440,000","$24,400,000","$2,630,000","$22,700,000",FALSE,1,1,1,0,10056,13,13,Krea Longsword
Main Weapon,Longsword,,PRI : Krea Longsword,"$8,000,000","$80,000,000","$8,600,000","$74,500,000",FALSE,1,1,1,0,10056,16,16,Krea Longsword
Main Weapon,Longsword,,DUO : Krea Longsword,"$13,600,000","$136,000,000","$14,700,000","$127,000,000",FALSE,1,1,1,0,10056,17,17,Krea Longsword
Main Weapon,Longsword,,TRI : Krea Longsword,"$29,500,000","$295,000,000","$31,800,000","$275,000,000",FALSE,1,1,1,0,10056,18,18,Krea Longsword
Main Weapon,Longsword,,TET : Krea Longsword,"$72,500,000","$725,000,000","$78,000,000","$675,000,000",FALSE,1,1,1,0,10056,19,19,Krea Longsword
Main Weapon,Longsword,,PEN : Krea Longsword,"$152,000,000","$3,810,000,000","$164,000,000","$3,550,000,000",FALSE,1,1,1,0,10056,20,20,Krea Longsword
Main Weapon,Longsword,,Rosar Longsword (+0 ~ +7),"$37,000","$370,000","$40,000","$345,000",FALSE,1,1,1,0,10057,0,0,Rosar Longsword
Main Weapon,Longsword,,+8 Rosar Longsword (+8 ~ +10),"$515,000","$5,150,000","$555,000","$4,800,000",FALSE,1,1,1,0,10057,8,8,Rosar Longsword
Main Weapon,Longsword,,+11 Rosar Longsword (+11 ~ +12),"$1,180,000","$11,800,000","$1,270,000","$11,000,000",FALSE,1,1,1,0,10057,11,11,Rosar Longsword
Main Weapon,Longsword,,+13 Rosar Longsword (+13 ~ +15),"$2,440,000","$24,400,000","$2,630,000","$22,700,000",FALSE,1,1,1,0,10057,13,13,Rosar Longsword
Main Weapon,Longsword,,PRI : Rosar Longsword,"$8,000,000","$80,000,000","$8,600,000","$74,500,000",FALSE,1,1,1,0,10057,16,16,Rosar Longsword
Main Weapon,Longsword,,DUO : Rosar Longsword,"$13,600,000","$136,000,000","$14,700,000","$127,000,000",FALSE,1,1,1,0,10057,17,17,Rosar Longsword
Main Weapon,Longsword,,TRI : Rosar Longsword,"$29,500,000","$295,000,000","$31,800,000","$275,000,000",FALSE,1,1,1,0,10057,18,18,Rosar Longsword
Main Weapon,Longsword,,TET : Rosar Longsword,"$72,500,000","$725,000,000","$78,000,000","$675,000,000",FALSE,1,1,1,0,10057,19,19,Rosar Longsword
Main Weapon,Longsword,,PEN : Rosar Longsword,"$152,000,000","$3,810,000,000","$164,000,000","$3,550,000,000",FALSE,1,1,1,0,10057,20,20,Rosar Longsword
Main Weapon,Longsword,,Styd Longsword,"$12,000","$25,200","$12,900","$23,500",FALSE,1,1,1,0,10071,0,0,Styd Longsword
Main Weapon,Longsword,,Ultimate Styd Longsword,"$14,100","$98,500","$15,200","$92,000",FALSE,1,1,2,0,10072,0,0,Ultimate Styd Longsword
Main Weapon,Longsword,,Offin Tett's Radiant Longsword (+0 ~ +7),"$8,650,000","$259,000,000","$9,350,000","$241,000,000",FALSE,1,1,3,0,10086,0,0,Offin Tett's Radiant Longsword
Main Weapon,Longsword,,+8 Offin Tett's Radiant Longsword (+8 ~ +10),"$8,900,000","$267,000,000","$9,600,000","$249,000,000",FALSE,1,1,3,0,10086,8,8,Offin Tett's Radiant Longsword
Main Weapon,Longsword,,+11 Offin Tett's Radiant Longsword (+11 ~ +12),"$10,400,000","$312,000,000","$11,200,000","$291,000,000",FALSE,1,1,3,0,10086,11,11,Offin Tett's Radiant Longsword
Main Weapon,Longsword,,+13 Offin Tett's Radiant Longsword,"$13,700,000","$411,000,000","$14,800,000","$383,000,000",FALSE,1,1,3,0,10086,13,13,Offin Tett's Radiant Longsword
Main Weapon,Longsword,,+14 Offin Tett's Radiant Longsword,"$16,600,000","$498,000,000","$17,900,000","$464,000,000",FALSE,1,1,3,0,10086,14,14,Offin Tett's Radiant Longsword
Main Weapon,Longsword,,+15 Offin Tett's Radiant Longsword,"$20,600,000","$620,000,000","$22,200,000","$580,000,000",FALSE,1,1,3,0,10086,15,15,Offin Tett's Radiant Longsword
Main Weapon,Longsword,,PRI : Offin Tett's Radiant Longsword,"$24,200,000","$725,000,000","$26,100,000","$675,000,000",FALSE,1,1,3,0,10086,16,16,Offin Tett's Radiant Longsword
Main Weapon,Longsword,,DUO : Offin Tett's Radiant Longsword,"$28,000,000","$840,000,000","$30,200,000","$785,000,000",FALSE,1,1,3,0,10086,17,17,Offin Tett's Radiant Longsword
Main Weapon,Longsword,,TRI : Offin Tett's Radiant Longsword,"$39,200,000","$1,180,000,000","$42,300,000","$1,100,000,000",FALSE,1,1,3,0,10086,18,18,Offin Tett's Radiant Longsword
Main Weapon,Longsword,,TET : Offin Tett's Radiant Longsword,"$97,500,000","$2,920,000,000","$105,000,000","$2,720,000,000",FALSE,1,1,3,0,10086,19,19,Offin Tett's Radiant Longsword
Main Weapon,Longsword,,PEN : Offin Tett's Radiant Longsword,"$525,000,000","$39,400,000,000","$565,000,000","$36,700,000,000",FALSE,1,1,3,0,10086,20,20,Offin Tett's Radiant Longsword
Main Weapon,Longsword,,Blackstar Longsword (+0 ~ +7),"$25,900,000","$775,000,000","$28,000,000","$725,000,000",FALSE,1,1,4,0,715001,0,0,Blackstar Longsword
Main Weapon,Longsword,,+8 Blackstar Longsword (+8 ~ +10),"$28,500,000","$855,000,000","$30,800,000","$800,000,000",FALSE,1,1,4,0,715001,8,8,Blackstar Longsword
Main Weapon,Longsword,,+11 Blackstar Longsword (+11 ~ +12),"$31,700,000","$950,000,000","$34,200,000","$885,000,000",FALSE,1,1,4,0,715001,11,11,Blackstar Longsword
Main Weapon,Longsword,,+13 Blackstar Longsword,"$38,100,000","$1,140,000,000","$41,100,000","$1,070,000,000",FALSE,1,1,4,0,715001,13,13,Blackstar Longsword
Main Weapon,Longsword,,+14 Blackstar Longsword,"$45,700,000","$1,370,000,000","$49,400,000","$1,280,000,000",FALSE,1,1,4,0,715001,14,14,Blackstar Longsword
Main Weapon,Longsword,,+15 Blackstar Longsword,"$61,000,000","$1,830,000,000","$65,500,000","$1,710,000,000",FALSE,1,1,4,0,715001,15,15,Blackstar Longsword
Main Weapon,Longsword,,PRI : Blackstar Longsword,"$66,500,000","$1,990,000,000","$71,500,000","$1,860,000,000",FALSE,1,1,4,0,715001,16,16,Blackstar Longsword
Main Weapon,Longsword,,DUO : Blackstar Longsword,"$74,500,000","$2,230,000,000","$80,500,000","$2,080,000,000",FALSE,1,1,4,0,715001,17,17,Blackstar Longsword
Main Weapon,Longsword,,TRI : Blackstar Longsword,"$107,000,000","$3,210,000,000","$115,000,000","$2,990,000,000",FALSE,1,1,4,0,715001,18,18,Blackstar Longsword
Main Weapon,Longsword,,TET : Blackstar Longsword,"$377,000,000","$33,900,000,000","$407,000,000","$31,600,000,000",FALSE,1,1,4,0,715001,19,19,Blackstar Longsword
Main Weapon,Longsword,,PEN : Blackstar Longsword,"$3,310,000,000","$200,000,000,000","$3,570,000,000","$187,000,000,000",FALSE,1,1,4,0,715001,20,20,Blackstar Longsword
Main Weapon,Longsword,,Godr-Ayed Longsword,"$4,500,000,000","$33,900,000,000","$4,860,000,000","$31,600,000,000",FALSE,1,1,4,0,736015,0,0,Godr-Ayed Longsword
Main Weapon,Longsword,,PRI : Godr-Ayed Longsword,"$4,800,000,000","$36,200,000,000","$5,150,000,000","$33,700,000,000",FALSE,1,1,4,0,736015,1,1,Godr-Ayed Longsword
Main Weapon,Longsword,,DUO : Godr-Ayed Longsword,"$5,100,000,000","$38,400,000,000","$5,500,000,000","$35,800,000,000",FALSE,1,1,4,0,736015,2,2,Godr-Ayed Longsword
Main Weapon,Longsword,,TRI : Godr-Ayed Longsword,"$9,000,000,000","$60,000,000,000","$9,700,000,000","$56,000,000,000",FALSE,1,1,4,0,736015,3,3,Godr-Ayed Longsword
Main Weapon,Longsword,,TET : Godr-Ayed Longsword,"$18,000,000,000","$120,000,000,000","$19,400,000,000","$112,000,000,000",FALSE,1,1,4,0,736015,4,4,Godr-Ayed Longsword
Main Weapon,Longsword,,PEN : Godr-Ayed Longsword,"$30,000,000,000","$200,000,000,000","$32,400,000,000","$187,000,000,000",FALSE,1,1,4,0,736015,5,5,Godr-Ayed Longsword
Main Weapon,Longbow,,Elsh Longbow (+0 ~ +7),"$7,700","$77,000","$8,300","$72,000",FALSE,1,2,1,0,10203,0,0,Elsh Longbow
Main Weapon,Longbow,,+8 Elsh Longbow (+8 ~ +10),"$487,000","$4,870,000","$525,000","$4,540,000",FALSE,1,2,1,0,10203,8,8,Elsh Longbow
Main Weapon,Longbow,,+11 Elsh Longbow (+11 ~ +12),"$1,150,000","$11,500,000","$1,240,000","$10,700,000",FALSE,1,2,1,0,10203,11,11,Elsh Longbow
Main Weapon,Longbow,,+13 Elsh Longbow (+13 ~ +15),"$2,410,000","$24,100,000","$2,600,000","$22,500,000",FALSE,1,2,1,0,10203,13,13,Elsh Longbow
Main Weapon,Longbow,,PRI : Elsh Longbow,"$7,950,000","$79,500,000","$8,550,000","$74,000,000",FALSE,1,2,1,0,10203,16,16,Elsh Longbow
Main Weapon,Longbow,,DUO : Elsh Longbow,"$13,600,000","$136,000,000","$14,700,000","$127,000,000",FALSE,1,2,1,0,10203,17,17,Elsh Longbow
Main Weapon,Longbow,,TRI : Elsh Longbow,"$29,500,000","$295,000,000","$31,800,000","$275,000,000",FALSE,1,2,1,0,10203,18,18,Elsh Longbow
Main Weapon,Longbow,,TET : Elsh Longbow,"$72,500,000","$725,000,000","$78,000,000","$675,000,000",FALSE,1,2,1,0,10203,19,19,Elsh Longbow
Main Weapon,Longbow,,PEN : Elsh Longbow,"$152,000,000","$3,810,000,000","$164,000,000","$3,550,000,000",FALSE,1,2,1,0,10203,20,20,Elsh Longbow
Main Weapon,Longbow,,Azwell Longbow (+0 ~ +7),"$17,500","$175,000","$18,900","$163,000",FALSE,1,2,1,0,10205,0,0,Azwell Longbow
Main Weapon,Longbow,,+8 Azwell Longbow (+8 ~ +10),"$497,000","$4,970,000","$535,000","$4,630,000",FALSE,1,2,1,0,10205,8,8,Azwell Longbow
Main Weapon,Longbow,,+11 Azwell Longbow (+11 ~ +12),"$1,160,000","$11,600,000","$1,250,000","$10,800,000",FALSE,1,2,1,0,10205,11,11,Azwell Longbow
Main Weapon,Longbow,,+13 Azwell Longbow (+13 ~ +15),"$2,410,000","$24,100,000","$2,600,000","$22,500,000",FALSE,1,2,1,0,10205,13,13,Azwell Longbow
Main Weapon,Longbow,,PRI : Azwell Longbow,"$7,950,000","$79,500,000","$8,550,000","$74,000,000",FALSE,1,2,1,0,10205,16,16,Azwell Longbow
Main Weapon,Longbow,,DUO : Azwell Longbow,"$13,600,000","$136,000,000","$14,700,000","$127,000,000",FALSE,1,2,1,0,10205,17,17,Azwell Longbow
Main Weapon,Longbow,,TRI : Azwell Longbow,"$29,500,000","$295,000,000","$31,800,000","$275,000,000",FALSE,1,2,1,0,10205,18,18,Azwell Longbow
Main Weapon,Longbow,,TET : Azwell Longbow,"$72,500,000","$725,000,000","$78,000,000","$675,000,000",FALSE,1,2,1,0,10205,19,19,Azwell Longbow
Main Weapon,Longbow,,PEN : Azwell Longbow,"$152,000,000","$3,810,000,000","$164,000,000","$3,550,000,000",FALSE,1,2,1,0,10205,20,20,Azwell Longbow
Main Weapon,Longbow,,Ain Longbow (+0 ~ +7),"$20,200","$405,000","$21,800","$377,000",FALSE,1,2,1,0,10206,0,0,Ain Longbow
Main Weapon,Longbow,,+8 Ain Longbow (+8 ~ +10),"$500,000","$10,000,000","$540,000","$9,350,000",FALSE,1,2,1,0,10206,8,8,Ain Longbow
Main Weapon,Longbow,,+11 Ain Longbow (+11 ~ +12),"$1,160,000","$23,200,000","$1,250,000","$21,600,000",FALSE,1,2,1,0,10206,11,11,Ain Longbow
Main Weapon,Longbow,,+13 Ain Longbow (+13 ~ +15),"$2,420,000","$48,500,000","$2,610,000","$45,200,000",FALSE,1,2,1,0,10206,13,13,Ain Longbow
Main Weapon,Longbow,,PRI : Ain Longbow,"$7,950,000","$159,000,000","$8,550,000","$148,000,000",FALSE,1,2,1,0,10206,16,16,Ain Longbow
Main Weapon,Longbow,,DUO : Ain Longbow,"$13,600,000","$272,000,000","$14,700,000","$254,000,000",FALSE,1,2,1,0,10206,17,17,Ain Longbow
Main Weapon,Longbow,,TRI : Ain Longbow,"$29,500,000","$590,000,000","$31,800,000","$550,000,000",FALSE,1,2,1,0,10206,18,18,Ain Longbow
